hierarchy	codingscheme	affiliation	battledimension	status	functionid	name	remarks
WAR.AIRTRK.MIL.FIXD.PAT.ASUW	S	*	A	*	MFPN--	ANTISURFACE WARFARE (ASUW)	
WAR.AIRTRK.MIL.FIXD.PAT.MNECM	S	*	A	*	MFPM--	MINE COUNTERMEASURES	
WAR.AIRTRK.MIL.FIXD.UTY	S	*	A	*	MFU---	UTILITY	
WAR.AIRTRK.MIL.FIXD.UTY.LIT	S	*	A	*	MFUL--	UTILITY (LIGHT)	
WAR.AIRTRK.MIL.FIXD.UTY.MDM	S	*	A	*	MFUM--	UTILITY (MEDIUM)	
WAR.AIRTRK.MIL.FIXD.UTY.HVY	S	*	A	*	MFUH--	UTILITY (HEAVY)	
WAR.AIRTRK.MIL.FIXD.COMM	S	*	A	*	MFY---	COMMUNICATIONS (C3I)	
WAR.AIRTRK.MIL.FIXD.CSAR	S	*	A	*	MFH---	COMBAT SEARCH AND RESCUE (CSAR)	
WAR.AIRTRK.MIL.FIXD.ABNCP	S	*	A	*	MFD---	AIRBORNE COMMAND POST (C2)	
WAR.AIRTRK.MIL.FIXD.DRN	S	*	A	*	MFQ---	DRONE (RPV/UAV)	
WAR.AIRTRK.MIL.FIXD.DRN.ATK	S	*	A	*	MFQA--	ATTACK	
WAR.AIRTRK.MIL.FIXD.DRN.BMB	S	*	A	*	MFQB--	BOMBER	
WAR.AIRTRK.MIL.FIXD.DRN.CGO	S	*	A	*	MFQC--	CARGO	
WAR.AIRTRK.MIL.FIXD.DRN.ABNCP	S	*	A	*	MFQD--	AIRBORNE COMMAND POST	
WAR.AIRTRK.MIL.FIXD.DRN.FTR	S	*	A	*	MFQF--	FIGHTER	
WAR.AIRTRK.MIL.FIXD.DRN.CSAR	S	*	A	*	MFQH--	SEARCH & RESCUE (CSAR)	
WAR.AIRTRK.MIL.FIXD.DRN.ECM	S	*	A	*	MFQJ--	ELECTRONIC COUNTERMEASURES (JAMMER)	
WAR.AIRTRK.MIL.FIXD.DRN.TNK	S	*	A	*	MFQK--	TANKER	
WAR.AIRTRK.MIL.FIXD.DRN.VSTOL	S	*	A	*	MFQL--	VSTOL	
WAR.AIRTRK.MIL.FIXD.DRN.SOF	S	*	A	*	MFQM--	SPECIAL OPERATIONS FORCES (SOF)	
WAR.AIRTRK.MIL.FIXD.DRN.MNECM	S	*	A	*	MFQI--	MINE COUNTERMEASURES	
WAR.AIRTRK.MIL.FIXD.DRN.ASUW	S	*	A	*	MFQN--	ANTI-SURFACE WARFARE (ASUW)	
WAR.AIRTRK.MIL.FIXD.DRN.PAT	S	*	A	*	MFQP--	PATROL	
WAR.AIRTRK.MIL.FIXD.DRN.RECON	S	*	A	*	MFQR--	RECONNAISSANCE	
WAR.AIRTRK.MIL.FIXD.DRN.RECON.ABNEW	S	*	A	*	MFQRW-	AIRBORNE EARLY WARNING (AEW)	
WAR.AIRTRK.MIL.FIXD.DRN.RECON.ESM	S	*	A	*	MFQRZ-	ELECTRONIC SURVEILLANCE MEASURES	
WAR.AIRTRK.MIL.FIXD.DRN.RECON.PHG	S	*	A	*	MFQRX-	PHOTOGRAPHIC	
WAR.AIRTRK.MIL.FIXD.DRN.ASBW	S	*	A	*	MFQS--	ANTI-SUBMARINE WARFARE (ASW)	
WAR.AIRTRK.MIL.FIXD.DRN.TNE	S	*	A	*	MFQT--	TRAINER	
WAR.AIRTRK.MIL.FIXD.DRN.UTY	S	*	A	*	MFQU--	UTILITY	
WAR.AIRTRK.MIL.FIXD.DRN.COMM	S	*	A	*	MFQY--	COMMUNICATIONS (C3I)	
WAR.AIRTRK.MIL.FIXD.DRN.MEDV	S	*	A	*	MFQO--	MEDEVAC	
WAR.AIRTRK.MIL.FIXD.ASBWCB	S	*	A	*	MFS---	ANTISUBMARINE WARFARE (ASW) CARRIER BASED	
WAR.AIRTRK.MIL.FIXD.SOF	S	*	A	*	MFM---	SPECIAL OPERATIONS FORCES (SOF)	
WAR.AIRTRK.MIL.ROT	S	*	A	*	MH----	ROTARY WING	
WAR.AIRTRK.MIL.ROT.ATK	S	*	A	*	MHA---	ATTACK	
WAR.AIRTRK.MIL.ROT.ASBW	S	*	A	*	MHS---	ANTISUBMARINE WARFARE/MPA	
WAR.AIRTRK.MIL.ROT.UTY	S	*	A	*	MHU---	UTILITY	
WAR.AIRTRK.MIL.ROT.UTY.LIT	S	*	A	*	MHUL--	UTILITY (LIGHT)	
WAR.AIRTRK.MIL.ROT.UTY.MDM	S	*	A	*	MHUM--	UTILITY (MEDIUM)	
WAR.AIRTRK.MIL.ROT.UTY.HVY	S	*	A	*	MHUH--	UTILITY (HEAVY)	
WAR.AIRTRK.MIL.ROT.MNECM	S	*	A	*	MHI---	MINE COUNTERMEASURES	
WAR.AIRTRK.MIL.ROT.CSAR	S	*	A	*	MHH---	COMBAT SEARCH AND RESCUE (CSAR)	
WAR.AIRTRK.MIL.ROT.RECON	S	*	A	*	MHR---	RECONNAISSANCE	
WAR.AIRTRK.MIL.ROT.DRN	S	*	A	*	MHQ---	DRONE (RPV/UAV)	
WAR.AIRTRK.MIL.ROT.CGOALT	S	*	A	*	MHC---	CARGO AIRLIFT (TRANSPORT)	
WAR.AIRTRK.MIL.ROT.CGOALT.LIT	S	*	A	*	MHCL--	CARGO AIRLIFT (LIGHT)	
WAR.AIRTRK.MIL.ROT.CGOALT.MDM	S	*	A	*	MHCM--	CARGO AIRLIFT (MEDIUM)	
WAR.AIRTRK.MIL.ROT.CGOALT.HVY	S	*	A	*	MHCH--	CARGO AIRLIFT (HEAVY)	
WAR.AIRTRK.MIL.ROT.TNE	S	*	A	*	MHT---	TRAINER	
WAR.AIRTRK.MIL.ROT.MEDV	S	*	A	*	MHO---	MEDEVAC	
WAR.AIRTRK.MIL.ROT.SOF	S	*	A	*	MHM---	SPECIAL OPERATIONS FORCES (SOF)	
WAR.AIRTRK.MIL.ROT.ABNCP	S	*	A	*	MHD---	AIRBORNE COMMAND POST (C2)	
WAR.AIRTRK.MIL.ROT.TNK	S	*	A	*	MHK---	TANKER	
WAR.AIRTRK.MIL.ROT.ECM	S	*	A	*	MHJ---	ELECTRONIC COUNTERMEASURES (ECM/JAMMER)	
WAR.AIRTRK.MIL.LTA	S	*	A	*	ML----	LIGHTER THAN AIR	
WAR.AIRTRK.WPN	S	*	A	*	W-----	WEAPON	
WAR.AIRTRK.WPN.MSLIF	S	*	A	*	WM----	MISSILE IN FLIGHT	
WAR.AIRTRK.WPN.MSLIF.SLM	S	*	A	*	WMS---	SURFACE LAUNCHED MISSILE	
WAR.AIRTRK.WPN.MSLIF.SLM.SSM	S	*	A	*	WMSS--	SURFACE TO SURFACE MISSILE (SSM)	
WAR.AIRTRK.WPN.MSLIF.SLM.SAM	S	*	A	*	WMSA--	SURFACE TO AIR MISSILE (SAM)	
WAR.AIRTRK.WPN.MSLIF.SLM.SSUM	S	*	A	*	WMSU--	SURFACE TO SUBSURFACE MISSILE	
WAR.AIRTRK.WPN.MSLIF.SLM.ABM	S	*	A	*	WMSB--	ANTI-BALLISTIC MISSILE (ABM)	
WAR.AIRTRK.WPN.MSLIF.ALM	S	*	A	*	WMA---	AIR LAUNCHED MISSILE	
WAR.AIRTRK.WPN.MSLIF.ALM.ASM	S	*	A	*	WMAS--	AIR TO SURFACE MISSILE (ASM)	
WAR.AIRTRK.WPN.MSLIF.ALM.AAM	S	*	A	*	WMAA--	AIR TO AIR MISSILE (AAM)	
WAR.AIRTRK.WPN.MSLIF.ALM.ASPC	S	*	A	*	WMAP--	AIR TO SPACE MISSILE	
WAR.AIRTRK.WPN.MSLIF.SBSM	S	*	A	*	WMU---	SUBSURFACE TO SURFACE MISSILE (S/SSM)	
WAR.AIRTRK.WPN.MSLIF.CM	S	*	A	*	WMCM--	CRUISE MISSILE	
WAR.AIRTRK.WPN.MSLIF.BLST	S	*	A	*	WMB---	BALLISTIC MISSILE	
WAR.AIRTRK.WPN.BM	S	*	A	*	WB----	BOMB	
WAR.AIRTRK.WPN.DCY	S	*	A	*	WD----	DECOY	
WAR.AIRTRK.CVL	S	*	A	*	C-----	CIVIL AIRCRAFT	
WAR.AIRTRK.CVL.FIXD	S	*	A	*	CF----	FIXED WING	
WAR.AIRTRK.CVL.ROT	S	*	A	*	CH----	ROTARY WING	
WAR.AIRTRK.CVL.LTA	S	*	A	*	CL----	LIGHTER THAN AIR	
