hierarchy	codingscheme	affiliation	battledimension	status	functionid	name	remarks
WAR.GRDTRK.UNT.CBT.AARM.MNT	S	*	G	*	UCAAU-	ANTI ARMOR MOUNTAIN	
WAR.GRDTRK.UNT.CBT.AARM.ARC	S	*	G	*	UCAAC-	ANTI ARMOR ARCTIC	
WAR.GRDTRK.UNT.CBT.AARM.ARMD	S	*	G	*	UCAAA-	ANTI ARMOR ARMORED	
WAR.GRDTRK.UNT.CBT.AARM.ARMD.TKD	S	*	G	*	UCAAAT	ANTI ARMOR ARMORED TRACKED	
WAR.GRDTRK.UNT.CBT.AARM.ARMD.WHD	S	*	G	*	UCAAAW	ANTI ARMOR ARMORED WHEELED	
WAR.GRDTRK.UNT.CBT.AARM.ARMD.AAST	S	*	G	*	UCAAAS	ANTI ARMOR ARMORED AIR ASSAULT	
WAR.GRDTRK.UNT.CBT.AARM.MOT	S	*	G	*	UCAAO-	ANTI ARMOR MOTORIZED	
WAR.GRDTRK.UNT.CBT.AARM.MOT.AAST	S	*	G	*	UCAAOS	ANTI ARMOR MOTORIZED AIR ASSAULT	
WAR.GRDTRK.UNT.CBT.AVN	S	*	G	*	UCV---	AVIATION	
WAR.GRDTRK.UNT.CBT.AVN.FIXD	S	*	G	*	UCVF--	FIXED WING	
WAR.GRDTRK.UNT.CBT.AVN.FIXD.UTY	S	*	G	*	UCVFU-	UTILITY FIXED WING	
WAR.GRDTRK.UNT.CBT.AVN.FIXD.ATK	S	*	G	*	UCVFA-	ATTACK FIXED WING	
WAR.GRDTRK.UNT.CBT.AVN.FIXD.RECON	S	*	G	*	UCVFR-	RECON FIXED WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT	S	*	G	*	UCVR--	ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT.ATK	S	*	G	*	UCVRA-	ATTACK ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT.SCUT	S	*	G	*	UCVRS-	SCOUT ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT.ASBW	S	*	G	*	UCVRW-	ANTISUBMARINE WARFARE ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY	S	*	G	*	UCVRU-	UTILITY ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY.LIT	S	*	G	*	UCVRUL	LIGHT UTILITY ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY.MDM	S	*	G	*	UCVRUM	MEDIUM UTILITY ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY.HVY	S	*	G	*	UCVRUH	HEAVY UTILITY ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT.C2	S	*	G	*	UCVRUC	C2 ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT.MEDV	S	*	G	*	UCVRUE	MEDEVAC ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.ROT.MNECM	S	*	G	*	UCVRM-	MINE COUNTERMEASURE ROTARY WING	
WAR.GRDTRK.UNT.CBT.AVN.SAR	S	*	G	*	UCVS--	SEARCH AND RESCUE	
WAR.GRDTRK.UNT.CBT.AVN.CMPS	S	*	G	*	UCVC--	COMPOSITE	
WAR.GRDTRK.UNT.CBT.AVN.VSTOL	S	*	G	*	UCVV--	VERTICAL/SHORT TAKEOFF AND LANDING (V/STOL)	
WAR.GRDTRK.UNT.CBT.AVN.UAV	S	*	G	*	UCVU--	UNMANNED AERIAL VEHICLE	
WAR.GRDTRK.UNT.CBT.AVN.UAV.FIXD	S	*	G	*	UCVUF-	UNMANNED AERIAL VEHICLE FIXED WING	
WAR.GRDTRK.UNT.CBT.AVN.UAV.ROT	S	*	G	*	UCVUR-	UNMANNED AERIAL VEHICLE ROTARY WING	
WAR.GRDTRK.UNT.CBT.INF	S	*	G	*	UCI---	INFANTRY	
WAR.GRDTRK.UNT.CBT.INF.LIT	S	*	G	*	UCIL--	INFANTRY LIGHT	
WAR.GRDTRK.UNT.CBT.INF.MOT	S	*	G	*	UCIM--	INFANTRY MOTORIZED	
WAR.GRDTRK.UNT.CBT.INF.MNT	S	*	G	*	UCIO--	INFANTRY MOUNTAIN	
WAR.GRDTRK.UNT.CBT.INF.ABN	S	*	G	*	UCIA--	INFANTRY AIRBORNE	
WAR.GRDTRK.UNT.CBT.INF.AAST	S	*	G	*	UCIS--	INFANTRY AIR ASSAULT	
WAR.GRDTRK.UNT.CBT.INF.MECH	S	*	G	*	UCIZ--	INFANTRY MECHANIZED	
WAR.GRDTRK.UNT.CBT.INF.NAV	S	*	G	*	UCIN--	INFANTRY NAVAL	
WAR.GRDTRK.UNT.CBT.INF.INFFV	S	*	G	*	UCII--	INFANTRY FIGHTING VEHICLE	
WAR.GRDTRK.UNT.CBT.INF.ARC	S	*	G	*	UCIC--	INFANTRY ARCTIC	
WAR.GRDTRK.UNT.CBT.ENG	S	*	G	*	UCE---	ENGINEER	
WAR.GRDTRK.UNT.CBT.ENG.CBT	S	*	G	*	UCEC--	ENGINEER COMBAT	
WAR.GRDTRK.UNT.CBT.ENG.CBT.AAST	S	*	G	*	UCECS-	ENGINEER COMBAT AIR ASSAULT	
WAR.GRDTRK.UNT.CBT.ENG.CBT.ABN	S	*	G	*	UCECA-	ENGINEER COMBAT AIRBORNE	
WAR.GRDTRK.UNT.CBT.ENG.CBT.ARC	S	*	G	*	UCECC-	ENGINEER COMBAT ARCTIC	
WAR.GRDTRK.UNT.CBT.ENG.CBT.LIT	S	*	G	*	UCECL-	ENGINEER COMBAT LIGHT (SAPPER)	
WAR.GRDTRK.UNT.CBT.ENG.CBT.MDM	S	*	G	*	UCECM-	ENGINEER COMBAT MEDIUM	
WAR.GRDTRK.UNT.CBT.ENG.CBT.HVY	S	*	G	*	UCECH-	ENGINEER COMBAT HEAVY	
WAR.GRDTRK.UNT.CBT.ENG.CBT.MECH	S	*	G	*	UCECT-	ENGINEER COMBAT MECHANIZED (TRACK)	
WAR.GRDTRK.UNT.CBT.ENG.CBT.MOT	S	*	G	*	UCECW-	ENGINEER COMBAT MOTORIZED	
WAR.GRDTRK.UNT.CBT.ENG.CBT.MNT	S	*	G	*	UCECO-	ENGINEER COMBAT MOUNTAIN	
WAR.GRDTRK.UNT.CBT.ENG.CBT.RECON	S	*	G	*	UCECR-	ENGINEER COMBAT RECON	
WAR.GRDTRK.UNT.CBT.ENG.CSN	S	*	G	*	UCEN--	ENGINEER CONSTRUCTION	
WAR.GRDTRK.UNT.CBT.ENG.CSN.NAV	S	*	G	*	UCENN-	ENGINEER NAVAL CONSTRUCTION	
WAR.GRDTRK.UNT.CBT.FLDART	S	*	G	*	UCF---	FIELD ARTILLERY	
WAR.GRDTRK.UNT.CBT.FLDART.HOW	S	*	G	*	UCFH--	HOWITZER/GUN	
WAR.GRDTRK.UNT.CBT.FLDART.HOW.SPD	S	*	G	*	UCFHE-	SELF-PROPELLED	
WAR.GRDTRK.UNT.CBT.FLDART.HOW.AAST	S	*	G	*	UCFHS-	AIR ASSAULT	
WAR.GRDTRK.UNT.CBT.FLDART.HOW.ABN	S	*	G	*	UCFHA-	AIRBORNE	
WAR.GRDTRK.UNT.CBT.FLDART.HOW.ARC	S	*	G	*	UCFHC-	ARCTIC	
WAR.GRDTRK.UNT.CBT.FLDART.HOW.MNT	S	*	G	*	UCFHO-	MOUNTAIN	
WAR.GRDTRK.UNT.CBT.FLDART.HOW.LIT	S	*	G	*	UCFHL-	LIGHT	
WAR.GRDTRK.UNT.CBT.FLDART.HOW.MDM	S	*	G	*	UCFHM-	MEDIUM	
WAR.GRDTRK.UNT.CBT.FLDART.HOW.HVY	S	*	G	*	UCFHH-	HEAVY	
WAR.GRDTRK.UNT.CBT.FLDART.HOW.AMP	S	*	G	*	UCFHX-	AMPHIBIOUS	
WAR.GRDTRK.UNT.CBT.FLDART.ROC	S	*	G	*	UCFR--	ROCKET	
WAR.GRDTRK.UNT.CBT.FLDART.ROC.SRL	S	*	G	*	UCFRS-	SINGLE ROCKET LAUNCHER	
WAR.GRDTRK.UNT.CBT.FLDART.ROC.SRL.SRSPD	S	*	G	*	UCFRSS	SINGLE ROCKET SELF-PROPELLED	
WAR.GRDTRK.UNT.CBT.FLDART.ROC.SRL.SRTRK	S	*	G	*	UCFRSR	SINGLE ROCKET TRUCK	
WAR.GRDTRK.UNT.CBT.FLDART.ROC.SRL.SRTOW	S	*	G	*	UCFRST	SINGLE ROCKET TOWED	
WAR.GRDTRK.UNT.CBT.FLDART.ROC.MRL	S	*	G	*	UCFRM-	MULTI ROCKET LAUNCHER	
WAR.GRDTRK.UNT.CBT.FLDART.ROC.MRL.MRSPD	S	*	G	*	UCFRMS	MULTI ROCKET SELF-PROPELLED	
WAR.GRDTRK.UNT.CBT.FLDART.ROC.MRL.MRTRK	S	*	G	*	UCFRMR	MULTI ROCKET TRUCK	
WAR.GRDTRK.UNT.CBT.FLDART.ROC.MRL.MRTOW	S	*	G	*	UCFRMT	MULTI ROCKET TOWED	
WAR.GRDTRK.UNT.CBT.FLDART.TGTAQ	S	*	G	*	UCFT--	TARGET ACQUISITION	
WAR.GRDTRK.UNT.CBT.FLDART.TGTAQ.RAD	S	*	G	*	UCFTR-	RADAR	
WAR.GRDTRK.UNT.CBT.FLDART.TGTAQ.SND	S	*	G	*	UCFTS-	SOUND	
WAR.GRDTRK.UNT.CBT.FLDART.TGTAQ.FLH	S	*	G	*	UCFTF-	FLASH (OPTICAL)	
WAR.GRDTRK.UNT.CBT.FLDART.TGTAQ.CLT	S	*	G	*	UCFTC-	COLT/FIST	
WAR.GRDTRK.UNT.CBT.FLDART.TGTAQ.CLT.DMD	S	*	G	*	UCFTCD	DISMOUNTED COLT/FIST	
WAR.GRDTRK.UNT.CBT.FLDART.TGTAQ.CLT.TKD	S	*	G	*	UCFTCM	TRACKED COLT/FIST	
WAR.GRDTRK.UNT.CBT.FLDART.TGTAQ.ANG	S	*	G	*	UCFTA-	ANGLICO	
WAR.GRDTRK.UNT.CBT.FLDART.MORT	S	*	G	*	UCFM--	MORTAR	
WAR.GRDTRK.UNT.CBT.FLDART.MORT.SPDTRK	S	*	G	*	UCFMS-	SELF-PROPELLED (SP) TRACKED MORTAR	
WAR.GRDTRK.UNT.CBT.FLDART.MORT.SPDWHD	S	*	G	*	UCFMW-	SP WHEELED MORTAR	
WAR.GRDTRK.UNT.CBT.FLDART.MORT.TOW	S	*	G	*	UCFMT-	TOWED MORTAR	
WAR.GRDTRK.UNT.CBT.FLDART.MORT.TOW.ABN	S	*	G	*	UCFMTA	TOWED AIRBORNE MORTAR	
WAR.GRDTRK.UNT.CBT.FLDART.MORT.TOW.AAST	S	*	G	*	UCFMTS	TOWED AIR ASSAULT MORTAR	
WAR.GRDTRK.UNT.CBT.FLDART.MORT.TOW.ARC	S	*	G	*	UCFMTC	TOWED ARCTIC MORTAR	
WAR.GRDTRK.UNT.CBT.FLDART.MORT.TOW.MNT	S	*	G	*	UCFMTO	TOWED MOUNTAIN MORTAR	
WAR.GRDTRK.UNT.CBT.FLDART.MORT.AMP	S	*	G	*	UCFML-	AMPHIBIOUS MORTAR	
WAR.GRDTRK.UNT.CBT.FLDART.ARTSVY	S	*	G	*	UCFS--	ARTILLERY SURVEY	
WAR.GRDTRK.UNT.CBT.FLDART.ARTSVY.AAST	S	*	G	*	UCFSS-	AIR ASSAULT	
WAR.GRDTRK.UNT.CBT.FLDART.ARTSVY.ABN	S	*	G	*	UCFSA-	AIRBORNE	
WAR.GRDTRK.UNT.CBT.FLDART.ARTSVY.LIT	S	*	G	*	UCFSL-	LIGHT	
WAR.GRDTRK.UNT.CBT.FLDART.ARTSVY.MNT	S	*	G	*	UCFSO-	MOUNTAIN	
WAR.GRDTRK.UNT.CBT.FLDART.METO	S	*	G	*	UCFO--	METEOROLOGICAL	
WAR.GRDTRK.UNT.CBT.FLDART.METO.AAST	S	*	G	*	UCFOS-	AIR ASSAULT METEOROLOGICAL	
WAR.GRDTRK.UNT.CBT.FLDART.METO.ABN	S	*	G	*	UCFOA-	AIRBORNE METEOROLOGICAL	
WAR.GRDTRK.UNT.CBT.FLDART.METO.LIT	S	*	G	*	UCFOL-	LIGHT METEOROLOGICAL	
WAR.GRDTRK.UNT.CBT.FLDART.METO.MNT	S	*	G	*	UCFOO-	MOUNTAIN METEOROLOGICAL	
WAR.GRDTRK.UNT.CBT.RECON	S	*	G	*	UCR---	RECONNAISSANCE	
WAR.GRDTRK.UNT.CBT.RECON.HRE	S	*	G	*	UCRH--	RECONNAISSANCE HORSE	
WAR.GRDTRK.UNT.CBT.RECON.CVY	S	*	G	*	UCRV--	RECONNAISSANCE CAVALRY	
WAR.GRDTRK.UNT.CBT.RECON.CVY.ARMD	S	*	G	*	UCRVA-	RECONNAISSANCE CAVALRY ARMORED	
WAR.GRDTRK.UNT.CBT.RECON.CVY.MOT	S	*	G	*	UCRVM-	RECONNAISSANCE CAVALRY MOTORIZED	
WAR.GRDTRK.UNT.CBT.RECON.CVY.GRD	S	*	G	*	UCRVG-	RECONNAISSANCE CAVALRY GROUND	
WAR.GRDTRK.UNT.CBT.RECON.CVY.AIR	S	*	G	*	UCRVO-	RECONNAISSANCE CAVALRY AIR	
WAR.GRDTRK.UNT.CBT.RECON.ARC	S	*	G	*	UCRC--	RECONNAISSANCE ARCTIC	
WAR.GRDTRK.UNT.CBT.RECON.AAST	S	*	G	*	UCRS--	RECONNAISSANCE AIR ASSAULT	
WAR.GRDTRK.UNT.CBT.RECON.ABN	S	*	G	*	UCRA--	RECONNAISSANCE AIRBORNE	
WAR.GRDTRK.UNT.CBT.RECON.MNT	S	*	G	*	UCRO--	RECONNAISSANCE MOUNTAIN	
WAR.GRDTRK.UNT.CBT.RECON.LIT	S	*	G	*	UCRL--	RECONNAISSANCE LIGHT	
WAR.GRDTRK.UNT.CBT.RECON.MAR	S	*	G	*	UCRR--	RECONNAISSANCE MARINE	
WAR.GRDTRK.UNT.CBT.RECON.MAR.DIV	S	*	G	*	UCRRD-	RECONNAISSANCE MARINE DIVISION	
WAR.GRDTRK.UNT.CBT.RECON.MAR.FOR	S	*	G	*	UCRRF-	RECONNAISSANCE MARINE FORCE	
WAR.GRDTRK.UNT.CBT.RECON.MAR.LAR	S	*	G	*	UCRRL-	RECONNAISSANCE MARINE LIGHT ARMORED RECONNAISSNACE (LAR)	
WAR.GRDTRK.UNT.CBT.RECON.LRS	S	*	G	*	UCRX--	RECONNAISSANCE LONG RANGE SURVEILLANCE (LRS)	
WAR.GRDTRK.UNT.CBT.MSL	S	*	G	*	UCM---	MISSILE (SURF-SURF)	
WAR.GRDTRK.UNT.CBT.MSL.TAC	S	*	G	*	UCMT--	MISSILE (SURF-SURF) TACTICAL	
WAR.GRDTRK.UNT.CBT.MSL.STGC	S	*	G	*	UCMS--	MISSILE (SURF-SURF) STRATEGIC	
WAR.GRDTRK.UNT.CBT.ISF	S	*	G	*	UCS---	INTERNAL SECURITY FORCES	
WAR.GRDTRK.UNT.CBT.ISF.RIV	S	*	G	*	UCSW--	RIVERINE	
WAR.GRDTRK.UNT.CBT.ISF.GRD	S	*	G	*	UCSG--	GROUND	
WAR.GRDTRK.UNT.CBT.ISF.GRD.DMD	S	*	G	*	UCSGD-	DISMOUNTED GROUND	
WAR.GRDTRK.UNT.CBT.ISF.GRD.MOT	S	*	G	*	UCSGM-	MOTORIZED GROUND	
WAR.GRDTRK.UNT.CBT.ISF.GRD.MECH	S	*	G	*	UCSGA-	MECHANIZED GROUND	
WAR.GRDTRK.UNT.CBT.ISF.WHMECH	S	*	G	*	UCSM--	WHEELED MECHANIZED	
WAR.GRDTRK.UNT.CBT.ISF.RALRD	S	*	G	*	UCSR--	RAILROAD	
WAR.GRDTRK.UNT.CBT.ISF.AVN	S	*	G	*	UCSA--	AVIATION	
WAR.GRDTRK.UNT.CS	S	*	G	*	UU----	COMBAT SUPPORT	
WAR.GRDTRK.UNT.CS.NBC	S	*	G	*	UUA---	COMBAT SUPPORT NBC	
WAR.GRDTRK.UNT.CS.NBC.CML	S	*	G	*	UUAC--	CHEMICAL	
WAR.GRDTRK.UNT.CS.NBC.CML.SMKDEC	S	*	G	*	UUACC-	SMOKE/DECON	
WAR.GRDTRK.UNT.CS.NBC.CML.SMKDEC.MECH	S	*	G	*	UUACCK	MECHANIZED SMOKE/DECON	
WAR.GRDTRK.UNT.CS.NBC.CML.SMKDEC.MOT	S	*	G	*	UUACCM	MOTORIZED SMOKE/DECON	
WAR.GRDTRK.UNT.CS.NBC.CML.SMK	S	*	G	*	UUACS-	SMOKE	
WAR.GRDTRK.UNT.CS.NBC.CML.SMK.MOT	S	*	G	*	UUACSM	MOTORIZED SMOKE	
WAR.GRDTRK.UNT.CS.NBC.CML.SMK.ARM	S	*	G	*	UUACSA	ARMOR SMOKE	
WAR.GRDTRK.UNT.CS.NBC.CML.RECON	S	*	G	*	UUACR-	CHEMICAL RECON	
WAR.GRDTRK.UNT.CS.NBC.CML.RECON.WARMVH	S	*	G	*	UUACRW	CHEMICAL WHEELED ARMORED VEHICLE	
WAR.GRDTRK.UNT.CS.NBC.CML.RECON.WAVS	S	*	G	*	UUACRS	CHEMICAL WHEELED ARMORED VEHICLE RECONNAISSANCE SURVEILLANCE	
WAR.GRDTRK.UNT.CS.NBC.NUC	S	*	G	*	UUAN--	NUCLEAR	
WAR.GRDTRK.UNT.CS.NBC.BIO	S	*	G	*	UUAB--	BIOLOGICAL	
WAR.GRDTRK.UNT.CS.NBC.BIO.RECEQP	S	*	G	*	UUABR-	RECON EQUIPPED	
WAR.GRDTRK.UNT.CS.NBC.DECON	S	*	G	*	UUAD--	DECONTAMINATION	
WAR.GRDTRK.UNT.CS.MILINT	S	*	G	*	UUM---	MILITARY INTELLIGENCE	
WAR.GRDTRK.UNT.CS.MILINT.AEREXP	S	*	G	*	UUMA--	AERIAL EXPLOITATION	
WAR.GRDTRK.UNT.CS.MILINT.SIGINT	S	*	G	*	UUMS--	SIGNAL INTELLIGENCE (SIGINT)	
WAR.GRDTRK.UNT.CS.MILINT.SIGINT.ECW	S	*	G	*	UUMSE-	ELECTRONIC WARFARE	
WAR.GRDTRK.UNT.CS.MILINT.SIGINT.ECW.ARMWVH	S	*	G	*	UUMSEA	ARMORED WHEELED VEHICLE	
WAR.GRDTRK.UNT.CS.MILINT.SIGINT.ECW.DFN	S	*	G	*	UUMSED	DIRECTION FINDING	
WAR.GRDTRK.UNT.CS.MILINT.SIGINT.ECW.INC	S	*	G	*	UUMSEI	INTERCEPT	
WAR.GRDTRK.UNT.CS.MILINT.SIGINT.ECW.JMG	S	*	G	*	UUMSEJ	JAMMING	
WAR.GRDTRK.UNT.CS.MILINT.SIGINT.ECW.THT	S	*	G	*	UUMSET	THEATER	
WAR.GRDTRK.UNT.CS.MILINT.SIGINT.ECW.CRP	S	*	G	*	UUMSEC	CORPS	
WAR.GRDTRK.UNT.CS.MILINT.CINT	S	*	G	*	UUMC--	COUNTER INTELLIGENCE	
WAR.GRDTRK.UNT.CS.MILINT.SVL	S	*	G	*	UUMR--	SURVEILLANCE	
WAR.GRDTRK.UNT.CS.MILINT.SVL.GRDSR	S	*	G	*	UUMRG-	GROUND SURVEILLANCE RADAR	
WAR.GRDTRK.UNT.CS.MILINT.SVL.SNS	S	*	G	*	UUMRS-	SENSOR	
WAR.GRDTRK.UNT.CS.MILINT.SVL.SNS.SCM	S	*	G	*	UUMRSS	SENSOR SCM	
WAR.GRDTRK.UNT.CS.MILINT.SVL.GRDSM	S	*	G	*	UUMRX-	GROUND STATION MODULE	
WAR.GRDTRK.UNT.CS.MILINT.SVL.METO	S	*	G	*	UUMMO-	METEOROLOGICAL	
WAR.GRDTRK.UNT.CS.MILINT.OPN	S	*	G	*	UUMO--	OPERATIONS	
WAR.GRDTRK.UNT.CS.MILINT.TACEXP	S	*	G	*	UUMT--	TACTICAL EXPLOIT	
WAR.GRDTRK.UNT.CS.MILINT.INTGN	S	*	G	*	UUMQ--	INTERROGATION	
WAR.GRDTRK.UNT.CS.MILINT.JINTCT	S	*	G	*	UUMJ--	JOINT INTELLIGENCE CENTER	
WAR.GRDTRK.UNT.CS.LAWENU	S	*	G	*	UUL---	LAW ENFORCEMENT UNIT	
WAR.GRDTRK.UNT.CS.LAWENU.SHRPAT	S	*	G	*	UULS--	SHORE PATROL	
WAR.GRDTRK.UNT.CS.LAWENU.MILP	S	*	G	*	UULM--	MILITARY POLICE	
WAR.GRDTRK.UNT.CS.LAWENU.CLE	S	*	G	*	UULC--	CIVILIAN LAW ENFORCEMENT	
WAR.GRDTRK.UNT.CS.LAWENU.SECPOL	S	*	G	*	UULF--	SECURITY POLICE (AIR)	
WAR.GRDTRK.UNT.CS.LAWENU.CID	S	*	G	*	UULD--	CENTRAL INTELLIGENCE DIVISION (CID)	
WAR.GRDTRK.UNT.CS.SIGUNT	S	*	G	*	UUS---	SIGNAL UNIT	
WAR.GRDTRK.UNT.CS.SIGUNT.ARA	S	*	G	*	UUSA--	AREA	
WAR.GRDTRK.UNT.CS.SIGUNT.COMCP	S	*	G	*	UUSC--	COMMUNICATION CONFIGURED PACKAGE	
WAR.GRDTRK.UNT.CS.SIGUNT.COMCP.LCCP	S	*	G	*	UUSCL-	LARGE COMMUNICATION CONFIGURED PACKAGE (LCCP)	
WAR.GRDTRK.UNT.CS.SIGUNT.CMDOPN	S	*	G	*	UUSO--	COMMAND OPERATIONS	
WAR.GRDTRK.UNT.CS.SIGUNT.FWDCOM	S	*	G	*	UUSF--	FORWARD COMMUNICATIONS	
WAR.GRDTRK.UNT.CS.SIGUNT.MSE	S	*	G	*	UUSM--	MULTIPLE SUBSCRIBER ELEMENT	
WAR.GRDTRK.UNT.CS.SIGUNT.MSE.SEN	S	*	G	*	UUSMS-	SMALL EXTENSION NODE	
WAR.GRDTRK.UNT.CS.SIGUNT.MSE.LEN	S	*	G	*	UUSML-	LARGE EXTENSION NODE	
WAR.GRDTRK.UNT.CS.SIGUNT.MSE.NODCTR	S	*	G	*	UUSMN-	NODE CENTER	
WAR.GRDTRK.UNT.CS.SIGUNT.RDOUNT	S	*	G	*	UUSR--	RADIO UNIT	
WAR.GRDTRK.UNT.CS.SIGUNT.RDOUNT.TACSAT	S	*	G	*	UUSRS-	TACTICAL SATELLITE	
WAR.GRDTRK.UNT.CS.SIGUNT.RDOUNT.TTYCTR	S	*	G	*	UUSRT-	TELETYPE CENTER	
WAR.GRDTRK.UNT.CS.SIGUNT.RDOUNT.RLY	S	*	G	*	UUSRW-	RELAY	
WAR.GRDTRK.UNT.CS.SIGUNT.SIGSUP	S	*	G	*	UUSS--	SIGNAL SUPPORT	
