hierarchy	codingscheme	affiliation	battledimension	status	functionid	name	remarks
WAR.SSUF.CBTT.USV.ASUW	S	*	S	*	CUN---	ANTISURFACE WARFARE SURFACE DRONE	
WAR.SSUF.NCBTT	S	*	S	*	N-----	NONCOMBATANT	
WAR.SSUF.NCBTT.UWRPM	S	*	S	*	NR----	UNDERWAY REPLENISHMENT	
WAR.SSUF.NCBTT.FLTSUP	S	*	S	*	NF----	FLEET SUPPORT	
WAR.SSUF.NCBTT.INT	S	*	S	*	NI----	INTELLIGENCE	
WAR.SSUF.NCBTT.SSH	S	*	S	*	NS----	SERVICE & SUPPORT HARBOR	
WAR.SSUF.NCBTT.HSPSHP	S	*	S	*	NM----	HOSPITAL SHIP	
WAR.SSUF.NCBTT.HOV	S	*	S	*	NH----	HOVERCRAFT	
WAR.SSUF.NCBTT.STN	S	*	S	*	NN----	STATION	
WAR.SSUF.NCBTT.STN.RSC	S	*	S	*	NNR---	RESCUE	
WAR.SSUF.NMIL	S	*	S	*	X-----	NON-MILITARY	N/A
WAR.SSUF.NMIL.MCT	S	*	S	*	XM----	MERCHANT	
WAR.SSUF.NMIL.MCT.CGO	S	*	S	*	XMC---	CARGO	
WAR.SSUF.NMIL.MCT.RORO	S	*	S	*	XMR---	ROLL ON/ROLL OFF	
WAR.SSUF.NMIL.MCT.OLR	S	*	S	*	XMO---	OILER/TANKER	
WAR.SSUF.NMIL.MCT.TUG	S	*	S	*	XMTU--	TUG	
WAR.SSUF.NMIL.MCT.FRY	S	*	S	*	XMF---	FERRY	
WAR.SSUF.NMIL.MCT.PSG	S	*	S	*	XMP---	PASSENGER	
WAR.SSUF.NMIL.MCT.HAZMAT	S	*	S	*	XMH---	HAZARDOUS MATERIALS (HAZMAT)	
WAR.SSUF.NMIL.MCT.TOWVES	S	*	S	*	XMTO--	TOWING VESSEL	
WAR.SSUF.NMIL.FSG	S	*	S	*	XF----	FISHING	
WAR.SSUF.NMIL.FSG.DRFT	S	*	S	*	XFDF--	DRIFTER	
WAR.SSUF.NMIL.FSG.DRG	S	*	S	*	XFDR--	DREDGE	
WAR.SSUF.NMIL.FSG.TRW	S	*	S	*	XFTR--	TRAWLER	
WAR.SSUF.NMIL.LESCRT	S	*	S	*	XR----	LEISURE CRAFT	
WAR.SSUF.NMIL.LAWENV	S	*	S	*	XL----	LAW ENFORCEMENT VESSEL	
WAR.SSUF.NMIL.HOV	S	*	S	*	XH----	HOVERCRAFT	
WAR.SSUF.OWN	S	*	S	*	O-----	OWN TRACK	
